まきもくの ひはらにたてる はるかすみ はれぬおもひは なくさまるやは
まきもくの ひはらのいまた くもらねは こまつかはらに あはゆきそふる
まきもくの ひはらのやまの ふもとまて はるのかすみは たなひきにけり
まきもくの ひはらのやまも ゆきとちて まさきのかつら くるひともなし
まくすはひ をきのしけらぬ やとならは おそくやあきの かせをきかまし
まくすはふ おなしまかきの はなすすき うらみぬそても しけきつゆかな
まくすはら うらふきかへす あきかせに みむろのやまは いろつきにけり
まくすはら うらみぬそての うへまても つゆおきそむる あきはきにけり
まくすはら したははかりの あきならは おもひかへして うらみさらまし
まくすはら なひくあきかせ ふくことに あたのおほのの はきのはなちる
まくらたに しらねはいはし みしままに きみかたるなよ はるのよのゆめ
まくらとて いくよのくさを むすひても いつかはきみに あふさかのせき
まくらとて くさひきむすふ こともせし あきのよとたに たのまれなくに
まくらにも そてにもなみた つららゐて むすはぬゆめを とふあらしかな
まくらより あとよりこひの せめくれは せむかたなみそ とこなかにをる
まことかと またおしかへし とふほとの ひとめのひまも なきちきりかな
まことそと おもひさためぬ ゆふくれの なほさりならす なとまたるらむ
まこととも たれかおもはむ ひとりみて のちにこよひの つきをかたらは
まことなき よのならひをも みつにすむ つきのひかりに たくへてそみる
まことには ほとけのくにも よそならす まよふかきりそ うきよともみる
まことにや そらになきなの ふりぬらむ あまてるかみの くもりなきよに
まことにや まつはとかへり はなさくと きみにそひとの とはむとすらむ
まことにや をはすてやまの つきはみる よにさらしなと おもふわたりを
まこもかる ほりえにうきて ぬるかもの こよひのしもに いかにわふらむ
まこもかる よとのさはみつ ふかけれと そこまてつきの かけはすみけり
まさかきの はるのみとりの いろなれや かすみそにほふ あまのかくやま
まさきちる かたやまかけの ゆふしくれ みにあきはてて としそふりゆく
まさきちる やまのあられの たまかつら かけしこころや いろにいつらむ
まさしてふ やそのちまたに ゆふけとふ うらまさにせよ いもにあふへく
ましはかる みちやたえなむ やまかつの いやしきふれる よはのしらゆき
ましはこる しつのつまきと なのらせて われひとしれぬ おもひにそたく
ましはたく けふりのすゑを たつねきて やととふやまの くれそさひしき
ましはたく このやまもとの ゆふけふり こころほそくや よそにみゆらむ
ますかかみ うつしおこする すかたをは みことにみよの ほとけとそみる
ますかかみ うつりやすきは こころにて ともにみしよの おもかけそなき
ますかかみ おなしかけとは たのめとも かはるこころの えやはみゆへき
ますかかみ かはらぬかけも あるものを いかにうつろふ ひとのこころそ
ますかかみ こひしきひとは みえなくに わかおもかけの なにうつるらむ
ますかかみ たえにしいもを あひみすは わかこひやまし としはへぬとも
ますかかみ みしおもかけは ととまらて あらぬなみたの なとうかふらむ
ますらをか こさかのみちも あとたえて ゆきふりにけり ころもかせやま
ますらをの うつしこころも いまはなし よるひるいはす こひしわたれは
ますらをは しかまつことの あれはこそ しけきなけきも たへしのふらめ
まそてもて ゆかうちはらひ きみまつと をりつるほとに つきかたふきぬ
またいつと あひみむことを さためてか つゆのうきみを おきてゆくらむ
またいつと たのまぬものの うつつとも ゆめともなくて わかれぬるかな
またかよふ おなしゆめちも あるものを ありしうつつそ うたてはかなき
またきかぬ うらみもあらし ほとときす なきぬとつくる ひとなかりせは
またきより かつちるはなと みゆるかな うめさくやとの はるのあはゆき
またきより なみのしからみ かけてけり みそきまつまの かものかはかせ
またくれぬ そらのひかりと みるほとに しられてつきの かけになりぬる
またこえむ ひともとまらは あはれしれ わかをりしける みねのしひしは
またさかぬ うめのこすゑに うくひすの のとけきこゑは いまそきこゆる
またさかぬ はきのしたはに つゆちりて すすしくなりぬ むらさめのそら
またさそふ このしたかせに かつきえて ふるとしもなき はなのしらゆき
またさりし あきはきぬれと みしひとの こころはよそに なりもゆくかな
またしらぬ うきねのとこの なみよりも なれたるつきの そてぬらすらむ
またしらぬ ことをはいかか をしふへき ひとをわするる みにしあらねは
またしらぬ そらのひかりに ふるはなは みのりのあめの はしめなりけり
またしらぬ つゆおくそてを おもひやれ かことはかりの とこのなみたに
またしらぬ なにはのうらの あしまわけ こきゆくかたや すみよしのうら
またしらぬ ひとのこころを たとるまに いはてつきひの つもりぬるかな
またしらぬ ひとをはしめて こふるかな おもぬこころよ みちしるへせよ
またしらぬ やまよりやまに うつりきぬ あとなきくもの あとをたつねて
またすとも われとなくへき ゆふくれを つれなくすくす ほとときすかな
またたくひ あらしのやまの ふもとてら すきのいほりに ありあけのつき
またちらぬ はなにこころを なくさめて はるすきぬとも おもはさりけり
またちらぬ はなもやあると たつねみむ あなかましはし かせにしらすな
またてきく はつねならねは つれなきを うらみぬころの ほとときすかな
またてきく ひともやあらむ ほとときす なかぬにつけて みこそしらるれ
またとらぬ さなへのはすゑ なひくなり すたくかはつの こゑのひひきに
またなれぬ そてのなみたの はつしくれ なにゆゑとたに とふひともなし
またぬよの とりのはつねは さたかにて ねさめにたとる ほとときすかな
またはよも おもひもいてし はなすすき かれにしなかは ほのめかすとも
またひとの いほりならへぬ やまかけは おとするかせを ともときくかな
またみねは おもかけもなし なにしかも まののかやはら つゆみたるらむ
またもあふ ちきりやあると たのますは なにゆゑをしき いのちならまし
またもこむ あきをまつへき たなはたの わかるるたにも いかかかなしき
またもこむ はるたにもうき わかれちに こそをかきりの あとそかなしき
またもこむ はるのわかれを なけきしは せめておもひの なきよなりけり
またもなく たたひとすちに きみおもふ こひちにまとふ われやなになる
またやみむ かたののみのの さくらかり はなのゆきちる はるのあけほの
またよにも たちかへるかな すすきえぬ うきみわかはの みつのしらなみ
またよひに ねたるはきかな おなしえに やかておきゐる つゆもこそあれ
またよひの はやまのほくし もえそめて しかまつとたに いかてしらせむ
またれこし みかさのやまの さくらはな ひさしきはるの かさしにそさす
またれつつ としにまれなる ほとときす さつきはかりの こゑなをしみそ
またれつる あまのかはらに あきたちて もみちをわたす なみのうきはし
またれつる こころひらけて おそさくら にほひひさしき いろそことなる
またれつる はななりけりな やまさくら かすみのうへに みゆるしらくも
またれつる やまをはいてて たかさこの をのへのまつに つきそいさよふ
まちあかす さよのなかやま なかなかに ひとこゑつらき ほとときすかな
まちいつる かけさへつらし たのめても ひとはこぬよの ありあけのつき
まちいつる つきのあたりの うきくもに よきよとはらふ まつかせそふく
まちいつる をのへのつきも さやかにて たなひくくもに あきかせそふく
まちいてて いかになかめむ わするなと いひしはかりの ありあけのつき
まちいてて しはしすすしく みるつきの ひかりにやかて あくるみしかよ
まちいてて みれはなみたに くもりけり こぬよあまたの ありあけのつき
まちえたる ひとよはかりを たなはたの あひみぬよはと おもはましかは
まちえても おいはかひなし ほとときす おなしはつねも かすかにそきく
まちえても たとるはかりの ひとこゑは ききてかひなき ほとときすかな
まちえても ひとのちきりそ うかりける おなしうらみの やまのはのつき
まちかくて つらきをみるは うけれとも うきはものかは こひしきよりは
まちかぬる こよひもつらし ありあけの つきはわかれの ものとみしかと
まちかねて なけくとつけよ みなひとに いつをいつとて いそかさるらむ
まちかねて まとろむよはの ほとときす ゆめならてきく ひとこゑもなし
まちかねて われそうらむる ほとときす なかなくこゑは ひとをわかしを
まちくらす ひはすかのねに おもほえて あふよしもなと たまのをならむ
まちしよに おもひよそへて いくかへり やまのはいつる つきをみつらむ
まちしより かねておもひし ちることの けふにもはなの なりにけるかな
まちつけて ことしもききつ ほとときす おいはたのみの なきみなれとも
まちつけむ いのちををしむ わかれちは きみをもみをも いのるとをしれ
まちなれし おほうちやまの ほとときす いまはくもゐの よそにきくかな
まちなれし ゆふへのそらも かはれたた ひとのこころの あらすなるよに
まちもみよ あふよをたのむ いのちにて われもしはしの こころつよさを
まちよわる こころやあると あきかせの みにさむからぬ ゆふくれもかな
まちわたる たえまはとほき つきひにて けふのみかよふ かささきのはし
まちわひて ききやしつると ほとときす ひとにさへこそ とはまほしけれ
まちわひて こひしくならは たつぬへく あとなきみつの うへならてゆけ
まちわひて しはしまとろむ うたたねの ゆめにもみせよ ひとのおもかけ
まちわひて ひとりなかむる ゆふくれは いかにつゆけき そてとかはしる
まちわひて ふけゆくつきの かけのみや ねぬよのそての なみたとふらむ
まちわひぬ いつかはここに きのくにや むろのこほりは はるかなれとも
まちわひぬ やとやかへまし ほとときす おなしみやこも わきてなくなり
まちわふる こころつくしの ほとをたに みせはやよはの つきそふけゆく
まちわふる こころをしらて ほとときす ひとのためにや はつねなくらむ
まちわふる とやまのはなは さきやらて こころつくしに かかるしらくも
まちわふる やまほとときす ひとこゑも なかぬにあくる みしかよのそら
まちわふる わかこころにや ふけぬらむ なかむれはなほ よひのつきかけ
まつかえに かかるよりはや とかへりの はなとそさける はるのふちなみ
まつかえの かよへるえたを とくらにて すたてらるへき つるのひなかな
まつかえの みとりのかけを いけみつに うつせはきみか ちよそかさなる
まつかえも やほよろつよの いろそそふ ちとせもあかぬ わかきみのため
まつかけに みやつくりせる すみよしの ひさしきよをは きみそみるへき
まつかけの いりうみかけて しらすけの みなとふきこす あきのしほかせ
まつかけの みつせきいれて すみよしの きしのうへたに さなへとるなり
まつかせに つきのをのへは そらはれて きりのふもとに さをしかのこゑ
まつかせの あやしきときは めにみえぬ ひとをあはれと おもふなりけり
まつかせの おとたにあきは さひしきに ころもうつなり たまかはのさと
まつかせの おとをきかてや やまさとを うきよのほかと ひとはいひけむ
まつかせの ふくおとなから やまみつの いはねをつたふ なみそすすしき
まつかせの をことのさとに かよふにそ をさまれるよの こゑはきこゆる
まつかせも きしうつなみも もろともに むかしにあらぬ おとのするかな
まつかせも そらにひひきて ふくるよの こすゑにたかき みやまへのつき
まつかせを ともとききても さひしさは なほしのはれぬ やまのおくかな
まつかねに なみこすうらの みやところ いつすみよしと あとをたれけむ
まつかねの あらしのまくら ゆめたえて ねさめのやまに つきそかたふく
まつかねの いはもるしみつ せきとめて むすはぬさきに かせそすすしき
まつかねの まくらもなにか あたならむ たまのゆかとて つねのとこかは
まつかねを いそへのなみの うつたへに あらはれぬへき そてのうへかな
まつことの あるひといかに をしむらむ かすならぬたに すてられぬよを
まつことの とにもかくにも あらはこそ なからへはやと みをもおもはめ
まつことを ならひになして ほとときす なくへきころも つれなかりけり
まつさむき みつのはまへの さよちとり ひかたのしもに あとやつけつる
まつしまの いそにむれゐる あしたつの おのかさまさま みえしちよかな
まつしまや あまのもしほき それならて こりぬおもひに たつけふりかな
まつしまや をしまかさきの ゆふかすみ たなひきわたせ あまのたくなは
まつしまや をしまのあまの すてころも おもひすつれと ぬるるそてかな
まつしまや をしまのいそに よるなみの つきのこほりに ちとりなくなり
まつちやま ゆふこえゆきて いほさきの すみたかはらに ひとりかもねむ
まつとせし かせのつてたに たえはてて いなはのやまに つもるしらゆき
まつとても かはかりこそは あらましか おもひもかけぬ あきのゆふくれ
まつならは ひくひとけふは ありなまし そてのみとりそ かひなかりける
まつにさく はなのかかみも くもりなく とかへりまてと すめるいけみつ
まつにはふ まさきのかつら ちりにけり とやまのあきは かせすさふらむ
まつにふく あらしのおとを ききわかて しくれにはるる つきかとそみる
まつのかせ かけひのみつに ききかへて みやこのひとの おとつれはなし
まつのした いはねのこけに すみそめの そてのあられや かけししらたま
まつのとを おしあけかたの やまかせに くももかからぬ つきをみるかな
まつのはな とかへりさける きみかよに なにをあらそふ つるのよはひそ
まつのはの かすめるほとは なけれとも をのへにとほき はなのいろかな
まつのはの つゆやつもりて たましきの にはにもちよの かすをそふらむ
まつはらの みえしやいつこ かすみたつ みほのおきつの はるのあけほの
まつひとと ともにそみまし いつはりの なきよなりせは やまのはのつき
まつひとに つけややらまし わかやとの はなはけふこそ さかりなりけれ
まつひとの こぬよのかすに くらふれは まくらのちりも つもらさりけり
まつひとの とはぬひかすや つもるらむ あとたえはつる にはのしらゆき
まつひとの みえぬからにや さよふけて つきにいるにも ねはなかるらむ
まつひとは きぬときけとも あらたまの としのみこゆる あふさかのせき
まつひとは こぬかたしきの ころもてに つきをそやとす うちのはしひめ
まつひとは たれとねまちの つきかけを かたふくまてに われなかむらむ
まつひとは ぬるよもなきを ほとときす なくねはゆめの ここちこそすれ
まつひとも こぬものゆゑに うくひすの なきつるはなを をりてけるかな
まつひとを なとかたらはて ほとときす ひとりしのひの をかになくらむ
まつほとに なつのよいたく ふけぬれは をしみもあへぬ やまのはのつき
まつほとの いつともしらぬ わかれちに そふるあふきの なをたのむかな
まつほとの こころもくるし ほとときす いかておもひの ほかにきかまし
まつほとは いととこころそ なくさまぬ をはすてやまの ありあけのつき
まつほとも なくさみなまし いつはりと おもはてたのむ ちきりなりせは
まつむしの なくかたとほく さくはなの いろいろをしき つゆやこほれむ
まつむしの はつこゑさそふ あきかせは おとはやまより ふきそめにけり
まつもおひ またもこけむす いはしみつ ゆくすゑとほく つかへまつらむ
まつやまと ちきりしひとは つれなくて そてこすなみに のこるつきかけ
まつやまの こなたかなたに なみこえて しほるはかりも ぬるるそてかな
まつよひの ふけゆくかねの こゑきけは あかぬわかれの とりはものかは
まつらかた もろこしかけて みわたせは さかひはやへの かすみなりけり
まつらかた やへのしほちの あきかせは もろこしよりや ふきはしむらむ
まつらむと おもははいかに いそかまし あとをみにたに まとふこころを
まつらやま ゆふこえくれは たましまの さとのつつきに たつけふりかな
まてしはし おいきのはなに こととはむ へにけむとしは たれかまさると
まてしはし よふかきそらの ほとときす またねさめせぬ ひともこそあれ
まてはこそ うらみもまされ いつはりに おもひなしてや うちもねなまし
まとあけて つきのかけしく たまくらに うめかかあまる のきのはるかせ
まとしろき ねさめのつきの いりかたに こゑもさやかに わたるかりかね
まとちかき たけのさえたに きこゆなり はなまつほとの うくひすのこゑ
まとちかき のきはのみねは あけそめて たによりのほる あかつきのくも
まとのつき のきはのはなの をりをりは こころにかけて みをやたのまむ
まとろまし こよひならては いつかみむ くろとのはまの あきのよのつき
まとろまて こよひやひとり あかしかた なみのまくらに かよふうらかせ
まとろまて なかめよとての すさひかな あさのさころも つきにうつこゑ
まとろまて みしよのゆめも それなから またなかつきも めくりきにけり
まとろまぬ うつつなからに みるゆめは おもひつつくる むかしなりけり
まとろまぬ すまのせきもり あけぬとて たゆむまくらも うちしくれつつ
まとろまぬ ほとにみしかは けさはまた うきをゆめとも おもひなされす
まとろまぬ わかみのほかの ゆめにたに みゆとしきかは なほもたのまむ
まとろみて さてもやみなは いかかせむ ねさめそあらぬ いのちなりける
まとろむも おなしこころの みれはこそ さめてもゆめの わすれさるらめ
まとろめは ゆめをみやこの かたみにて くさはかたしき いくよねぬらむ
まなくふる しくれにいろや つくはやま しけきこすゑも もみちしにけり
まねきやむ をはなかすゑも しつかにて かせふきとまる くれそさひしき
まねくとて さのみもひとの ととまらは をはなかもとや ところなからむ
まねくとて ゆくもとまるも おなしのに ひとたのめなる はなすすきかな
まねくとも たのむへしやは はなすすき かせにしたかふ こころなりけり
まねけとて うゑしすすきの ひともとに とはれぬにはそ しけりはてぬる
まはきちる あきののかせや さむからし なほこのくれは しかそなくなる
まはきちる にはのあきかせ みにしみて ゆふひのかけそ かへにきえゆく
まはきはら よふかきつきに みかかれて おきそふつゆの かすそかくれぬ
まはらなる ねやをとめては もりくれと やとるほとなき なつのよのつき
まはらなる ましはのとほそ あけくれは みねのあらしの なにたたくらむ
まほろしに かよふはかりの みちもかな まとろむほとの ひまはなくとも
まめなれと あたなはたちぬ たはれしま よるしらなみを ぬれきぬにきて
まもるなる かみにつけても すみのえの なみにはみちを おもひやはせむ
まもれたた よものやしろの あまつかみ きみゆゑにこそ あともたるらめ
まよはしな かよひなれたる やまひとの つまきのみちは しをりせすとも
まよひける こころもはるる つきかけに もとめぬたまや そてにうつりし
まよひこし こころのやみの うちにこそ はしめてさとる つきもいてけれ
まよひこし たまのゆくへも あらはれぬ みをうつせみの うすきたもとに
まよひこし やみのうつつを なけきても こころのつきを たのむはかりそ
まよひしも ひとつくにそと さとるなる まことのみちの おくそゆかしき
まよひゆく ふかきやみちの わたりかは まことのせには きみのみそたつ
まよふへき のちのうきみを おもふにも つらきちきりは このよのみかは
まよふへき やみもあらしな みをさらぬ こころのつきの くもりなけれは
まれにあふ あきのなぬかの くれはとり あやなくやかて あけぬこのよは
まれにあふ やよひのつきの かすそへて はるにおくれぬ はなをみるかな
まれにくる ひとのなみたも おちそひて あふよそそては ぬれまさりける
まれにこし うらみはいまそ あさちはら あとたえはつる ひとのちきりに
まれにたに あふよもあらは うらみまし まくらのちりの つもるつらさを
まれにたに みぬめのうらの あまをふね いかなるかせに よるへさためむ
まれにとく みのりのあとを きてみれは うききにあへる かめゐなりけり
まれにみし ゆめのちきりも たえにけり ねぬよやひとの つらさなるらむ
みえもせぬ ふかきこころを かたりては ひとにかちぬと おもふものかは
みえわたる はまのまさこや あしたつの ちよをかそふる かすとなるらむ
みかきおく あとをおもはは たまつしま いまもあつむる ひかりをもませ
みかきなす たまえのなみの ますかかみ けふよりかけや うつしそめけむ
みかくなる たまのひかりの かひあらは きみかみやまの みちはくもらし
みかくれて しけみはみえぬ さみたれに うきてのこれる よとのかりこも
みかくれて すたくかはつの もろこゑに さわきそわたる ゐてのかはなみ
みかくれぬ なのみなかれて さほかはの せにたつとしも なきみなりけり
みかさやま いのるこころの くもらねは つきひとともに ちよやめくらむ
みかさやま おひそふまつを きみかよの ちよのためしと かみやみるらむ
みかさやま かすかのはらの あさきりに かへりたつらむ けさをこそまて
みかさやま かみはすてしと おもふこそ うきみにのこる たのみなりけれ
みかさやま さしてきにけり いそのかみ ふるきみゆきの あとをたつねて
みかさやま さしももらさぬ ことのはに あたにもつゆの かかるへきかは
みかさやま さすかにかけに かくろへて ふるかひもなき あめのしたかな
みかさやま そのうちひとの かすなれは さしはなたすや かみはみるらむ
みかさやま たかねのはなや さきぬらむ ふりさけみれは かかるしらくも
みかさやま はるのめくみの あまねくは ふちのすゑはも なほやさかえむ
みかさやま ひはらまつはら みとりなる いろもてはやす あけのたまかき
みかさやま みちふみそめし つきかけに いまそこころの やみははれぬる
みかさやま みねもはるかに かすむなり かすかのさとの はるのあけほの
みかさやま みねよりいつる つきかけは さほのかはせの こほりなりけり
みかつきの おほろけならぬ こひしさに われてそいつる くものうへより
みかつきの さやかにみえす くもかくれ みまくそほしき うたてこのころ
みかつきの われてあひみし おもかけの ありあけまてに なりにけるかな
みかのはら わきてなかるる いつみかは いつみきとてか こひしかるらむ
みかへりの みそちをへても いくちよと かきらぬはるの すゑそひさしき
みかりすと とたちのはらを あさりつつ かたのののへに けふもくらしつ
みかりする かたののゆきの ゆふくれに あまのかはかせ さむくふくらし
みかりする かたやまかけの おちくさに かくれもあへす たつききすかな
みかりする かりはのをのに かせさえて とたちのしはに あられふるなり
みかりする こまのつまつく あをつつら きみこそわれは ほたしなりけれ
みかりせし かりはのあとも いまはよに あはれかたのの ゆきのふるみち
みかりせし よよのためしを しるへにて かたののとりの あとをたつねむ
みかりのの かりそめひとを ならしはに われそふみみし みちはくやしき
みかりのは かつふるゆきに うつもれて とたちもみえす くさかくれつつ
みきはには みねのさくらを こきとめて くもになみこす しかのうらかせ
みくさゐし おほろのしみつ そこすみて こころにつきの かけはうかふや
みくさゐて ありともみえぬ ぬまみつの したのこころを しるひとそなき
みくさゐる いたゐのしみつ としふりて こころのそこを くむひとそなき
みくまのの うらのはまゆふ いくかへり はるをかさねて かすみきぬらむ
みくまのの うらのはまゆふ うらみても つらきこころを いくへとかしる
みくまのの うらわのまつの たむけくさ いくよかけきぬ なみのしらゆふ
みくまのの みなみのやまの たきつせに みとせそぬれし こけのころもて
みこしをか いくそのよよに としをへて けふのみゆきを まちてみつらむ
みこそかく ふりぬるものを としくれて つもるをゆきと なにおもひけむ
みことのり うけてつたへし わかこころ くもらぬほとは かみそしるらむ
みこもりに あしのわかはや もえぬらむ たまえのぬまを あさるはるこま
みこもりの たまえのあしの とにかくに おもひみたるる ほとはしられし
みこもりの ふるえのなみに くちはてて しほたにささぬ あまのすてふね
みさこゐる あらいそなみや さわくらむ しほやくけふり なひくかたみゆ
みさこゐる いりえのみつは あさけれと たえぬをひとの こころともかな
みさこゐる すさのいりえに みつしほの からしやひとに わすらるるみは
みさひゐる あささはぬまの みくりなは くるしきよには すまれやはする
みさをなる なみたなりせは からころも かけてもひとに しられさらまし
みしあきの つゆをはしもに おきかへて はなのあとなき にはのふゆくさ
みしかよの つきにうらこく ふなひとの なみちほとなく あくるしののめ
みしかよの ふけゆくままに たかさこの みねのまつかせ ふくかとそきく
みしかよは あしまにやとる ほともなし やかていりえの なつのつきかけ
みしかよも なほねさめして ほとときす はつねはおいの のちにこそきけ
みしことの さたかならぬは かきくらす なみたにしのふ むかしなりけり
みしことの みなかはりゆく おいのみに こころなかきは あきのよのつき
みしことを ねさめのとこに おとろけは おいのまくらの ゆめそみしかき
みしひとに わすられてふる そてにこそ みをしるあめは いつもをやまね
みしひとの かけもなけれは ますかかみ むなしきことを いまやしるらむ
みしひとの さらぬわかれに おくれゐて のこるよはひは いつをまつらむ
みしひとの そてにうかれし わかたまの やかてむなしき みとやなりなむ
みしひとの なきかうちには かそふとも あらましかはと たれかしのはむ
みしひとは おもかけちかき おなしよに むかしかたりの ゆめそはかなき
みしひとは ひとりわかみに そはねとも おくれぬものは なみたなりけり
みしひとも すみあらしてし ふるさとに ひとりつゆけき をみなへしかな
みしひとも なきかかすそふ つゆのよに あらましかはの あきのゆふくれ
みしひとも わすれのみゆく ふるさとに こころなかくも きたるはるかな
みしひとを おもひいつるも かなしきに ゆふへはつきの またれすもかな
みしほとの むかしをたにも かたるへき とももなきよに なりにけるかな
みしまえの いりえにおふる しらすけの しらぬひとをも あひみつるかな
みしまえの かりそめにさへ まこもくさ ゆふてにあまる こひもするかな
みしまえの たまえのまこも かりにたに とはてほとふる さみたれのそら
みしまえや しももまたひぬ あしのはに つのくむほとの はるかせそふく
みしまのや くるれはむすふ やかたをの たかもましろに ゆきはふりつつ
みしままに めくりもあはて しまつたふ あしはやをふね とほさかりつつ
みしままの かけたにのこれ よはのつき あきはむかしの あきならすとも
みしままの そてになみたは はれやらて こぬよはつらき つきのかけかな
みしめひき うつきのいみを さすひより こころにかかる あふひくさかな
みしめひく みわのすきむら ふりにけり これやかみよの しるしなるらむ
みしゆめに やかてまきれぬ わかみこそ とはるるけふも まつかなしけれ
みしゆめの さめぬやかての うつつにて けふとたのめし くれをまたはや
みしゆめの わすられぬたに うきものを なにかうつつに なしてなけかむ
みしゆめを わかこころにも わすれめや とはすかたりに いはれもそする
みしよこそ おもひいてても しのはるれ しらぬむかしの なそやこひしき
みすしらぬ むかしのひとの こひしきは このよをなけく あまりなりけり
みせはやと おもふなみたも ことのはも うらみそめては えこそととめね
みせはやと まつらむとてそ いそきつる ひかけのゆきの あとをたつねて
みせはやな くたけておもふ なみたとも よもしらたまの かかるたもとを
みせはやな しくるるみねの もみちはの こかれてそむる いろのふかさを
みせはやな つゆのゆかりの たまかつら こころにかけて しのふけしきを
みそきかは あふせはよそに なりにけり つれなきひとを かみやうくらむ
みそきかは さよふけかたに よるなみの かへるやなつの わかれなるらむ
みそきかは としもこよひの なかそらに ふくるをあきと かせそすすしき
みそきかは なつゆくみつの はやきせに かけてすすしき なみのしらゆふ
みそきかは はやせすすしく ゆくみつや やかてなつなき おとをたつらむ
みそきかは ゆくせもはやく なつくれて いはこすなみの よるそすすしき
みそきして かへさよふかき かはなみの あきにかかれる おとのすすしさ
みそきして むすふかはなみ としふとも いくよすむへき みつのなかれそ
みそきする あさのゆふして なみかけて すすしくなりぬ かものかはかせ
みそきする かはせにさよや ふけぬらむ かへるたもとに あきかせそふく
みそきする かはせのなみの しらゆふは あきをかけてそ すすしかりける
みそきする かものかはなみ たちかへり はやくみとせに そてはぬれきや
みそきする とよみやかはの しきなみの かすよりきみを なほいのるかな
みそきする ゆくせのなみも さよふけて あきかせちかし かものかはみつ
みそきする わかなかかはの おほぬさは つひによるせや あふせなるらむ
みそきせし かものかはなみ たちかへり はやくみしせに そてはぬれきや
みそきせし すゑとたにみよ すみよしの かみよむかしを わすれはてすは
みそきをは いかにうけけむ おほぬさの よるせもしらぬ みのちきりかな
みそめすて あらましものを からころも たつなのみして きるよなきかな
みたたのむ こころのうちに へたてなき ほとけはさらに みをもはなれす
みたやもり いそくさなへに おなしくは ちよのかすとれ わかきみのため
みたらしや かけたえはつる ここちして しかのなみちに そてそぬれこし
みたらしや ひくてもけふは おほぬさの いくせになかす みそきなるらむ
みたらしや みはしつむとも なかきよに なをなかすへき うたかたもかな
みたるとも ひとしらめやも かけろふの いはかきふちの そこのたまもは
みたれたる なをのみそたつ かるかやの おくしらつゆを ぬれてきぬらむ
みたれてそ おともきこゆる よもすから しのふのころも つきにうつらし
みちありと わかきみのよに いてはてて やまのおくには すむひともなし
みちあれと わかよをかみに ちきるとて けふふみそむる しかのやまこえ
みちしはの つゆときえなは きぬきぬの わかれやなかき わかれならまし
みちしはや おとろのかみに ならされて うつれるかこそ くさまくらなれ
みちしらぬ ものならなくに あしひきの やまふみまよふ ひともありけり
みちしらは つみにもゆかむ すみのえの きしにおふてふ こひわすれくさ
みちすから こころもそらに なかめやる みやこのやまの くもかくれぬる
みちすから われのみつらく なかむれと つきはわかれも しらすかほなる
みちたゆと いとひしものを やまさとに きゆるはをしき こそのゆきかな
みちとほき いくののかすみ いくへとも ほとこそしらね はるのゆふくれ
みちとほし ほともはるかに へたたれり おもひおこせよ われもわすれし
みちとほみ おもひしよりも ひはくれて ふけゆくやとは かすひともなし
みちとほみ ゆきてはみねと さくらはな こころをやりて けふはくらしつ
みちなれる このみたつねて こころさし ありとみるにそ ねをはましける
みちのくに ありといふなる たまかはの たまさかにたに あひみてしかな
みちのくに ありといふなる まつしまの まつにひさしく とはぬきみかな
みちのくの あさかのぬまの はなかつみ かつみるひとに こひやわたらむ
みちのくの あたちのはらの くろつかに おにこもれりと いふはまことか
みちのくの あたちのまゆみ きみにこそ おもひためたる ことはかたらめ
みちのくの あたちのまゆみ ひくやとて きみにわかみを まかせつるかな
みちのくの いはてしのふは えそしらぬ かきつくしてよ つほのいしふみ
みちのくの しのふのたかの とやこもり かりにもしらし おもふこころは
みちのくの そてのわたりの なみたかは こころのうちに なかれてそすむ
みちのくの とつなのはしに くるつなの たえすもひとに いひわたるかな
みちのくの をたえのはしや これならむ ふみみふますみ こころまとはす
みちのくは いつくはあれと しほかまの うらこくふねの つなてかなしも
みちのへに しけるをささの ひとふしも こころとまらぬ このよなりけり
みちのへの かすみふきとく やまかせに かすあらはるる はるのたひひと
みちのへの くさをふゆのに ふみからし われたちまつと いもにつけこせ
みちのへの すきのしたはに ひくしめは みわすゑまつる しるしなるらし
みちのへの はにふのこやの ほとなきに あまりてかかる ゆふかほのはな
みちのへの やまたのみしめ ひきはへて なかきひつきの さなへとるなり
みちのへの をはなかもとの おもひくさ いまさらなにの ものかおもはむ
みちのへや たけふくかせの さむけきに はるをませたる うめかかそする
みちもなく ふりつむゆきは うつめとも くれゆくとしは とまりやはする
みちよへて なりけるものを なとてかは ももとしもはた なつけそめけむ
みつあをき ふもとのいりえ きりはれて やまちあきなる くものかけはし
みつうみに あきのやまへを うつしては はたはりひろき にしきとやみむ
みつかきに ふるはつゆきを しろたへの ゆふしてかくと おもひけるかな
みつかきの ひさしかるへき きみかよを あまてるかみや そらにしるらむ
みつかきの ひさしきよより かけとめて あふくみやまに つきそくもらぬ
みつかきの ひさしきよより ゆふたすき かけしこころは かみそしるらむ
みつきもの たえすそなふる あつまちの せたのなかはし おともととろに
みつきもの はこふよほろを かそふれは にまのさとひと かすそひにけり
みつくきの あとにのこれる たまのこゑ いとともさむき あきのかせかな
みつくきの あとはたえせぬ なかかはに いつまてよとむ あふせなるらむ
みつくきの をかのあさちの きりきりす しものふりはや よさむなるらむ
みつくきの をかのくすはも いろつきて けさうらかなし あきのはつかせ
みつくきの をかのくすはを ふくかせに ころもかりかね さむくなくなり
みつくきの をかへのささの ひとふしを このよにのこす ことのはもかな
