みつくきの をかへのをたの むらさめに つゆかきわけて さなへとるなり
みつくらき いはまにまよふ なつむしの ともしけたても よをあかすかな
みつしほに うらのひかたは みえわかて なみよりうへに たつちとりかな
みつしほに かくれぬいその まつのはも みらくすくなく かすむはるかな
みつしほの なかれひるまも なかりけり うらのみなとの さみたれのころ
みつしほの なみのしたくさ いやましに みらくそひとの とほさかりゆく
みつしほも きしへはるかに なりはてて いまはうらなる すみよしのまつ
みつせかは あささのほとも しらせしと おもひしわれや まつわたりなむ
みつせかは われよりさきに わたりなは みきはにわふる みとやなりなむ
みつとりの あをはのやまは なのみして つゆしもおけは いろつきにけり
みつとりの かものうきねの うきなから なみのまくらに いくよへぬらむ
みつとりの したやすからぬ おもひには あたりのみつも こほらさりけり
みつとりの たつなはかりを ちきりにて つかはぬをしの ねこそなかるれ
みつとりの つららのまくら ひまもなし うへしみけらし とふのすかこも
みつとりは こほりのせきに とちられて たまものやとを かれやしぬらむ
みつとりを よそにみしかと こひすれは われもなみたに うきねをそなく
みつのくに なかれたえせぬ のりのみつ わかてらならて くむひとそなき
みつのやま たかくそのほる くもにふし あらしになれし みちにまかせて
みつのよに つねにすむへき ことわりは ちらぬさくらの いろそみせける
みつひたり まきのふちふち おちたきり ひをけさいかに よりまさるらむ
みつまさる ここちのみして わかために うれしきせをは みせしとやする
みつまさる なつみのかはの おとはして やまかけくらき さみたれのころ
みつまさる はやせのふねも わかことや のほりもやらぬ よをうれふらむ
みつまさる よとのかはをさ さすさをの すゑもおよはぬ さみたれのころ
みつむすふ ゆふへよりなほ すすしきは ひむろにむかふ すきのしたかけ
みつもなく ふねもかよはぬ このしまに いかてかあまの なまめかるらむ
みつやそら そらやみつとも みえわかす かよひてすめる あきのよのつき
みてかへる こころあかねは さくらはな さけるあたりに やとやからまし
みてくらは わかにはあらす あめにます とよをかひめの みやのみてくら
みてすきし おなしうきよの ゆめなれは とふにつけてそ われもかなしき
みてたにも あかぬこころを たまほこの みちのおくまて ひとのゆくらむ
みてもうし はるのわかれの ちかけれは やよひのつきの ありあけのそら
みてもなほ あかぬよのまの つきかけを おもひたえたる さみたれのそら
みてもなほ いかはかりなる なくさめに まとろむほとの ゆめをまつらむ
みてもなほ おほつかなきは はるのよの かすみをわけて いつるつきかけ
みてもなほ しつのをたまき なかきひの くるるもあかぬ やまさくらかな
みてもなほ ものおもへとや うきひとの わかおもかけを つきにそへけむ
